sep=;
ACCELEROMETER X (m/s²);ACCELEROMETER Y (m/s²);ACCELEROMETER Z (m/s²);GRAVITY X (m/s²);GRAVITY Y (m/s²);GRAVITY Z (m/s²);LINEAR ACCELERATION X (m/s²);LINEAR ACCELERATION Y (m/s²);LINEAR ACCELERATION Z (m/s²);MAGNETIC FIELD X (μT);MAGNETIC FIELD Y (μT);MAGNETIC FIELD Z (μT);ORIENTATION Z (azimuth °);ORIENTATION X (pitch °);ORIENTATION Y (roll °);PROXIMITY (m);LOCATION Latitude : ;LOCATION Longitude : ;LOCATION Altitude ( m);LOCATION Altitude-google ( m);LOCATION Speed ( Kmh);LOCATION Accuracy ( m);LOCATION ORIENTATION (°);Satellites in range;Time since start in ms ;YYYY-MO-DD HH-MI-SS_SSS
-2.5871;3.477;13.311;-0.1329;2.5912;9.4572;1.5073;-0.2521;-0.3514;-24.0;-11.46;-39.3;92.1;-14.4;-0.97;5.0;;;;NaN;;;;0 / 0;572029;2022-01-06 16:28:44:642
0.95;3.492;9.6;-0.0501;1.9682;9.607;-1.1806;-1.7773;0.0727;-27.36;-10.86;-36.9;97.08;-11.58;0.3;5.0;;;;NaN;;;;0 / 0;572530;2022-01-06 16:28:45:143
-0.3251;2.577;8.349;0.9032;2.2835;9.4942;1.8765;-0.1923;1.0807;-24.66;-13.8;-37.09;101.85;-13.46;-5.43;5.0;;;;NaN;;;;0 / 0;573030;2022-01-06 16:28:45:643
0.753;2.238;8.0921;0.5824;1.5884;9.6596;-0.7092;-0.2918;1.6429;-22.8;-16.56;-37.44;115.56;-9.58;-1.61;5.0;;;;NaN;;;;0 / 0;573530;2022-01-06 16:28:46:143
-0.9469;1.5911;7.8461;0.3475;1.2813;9.7164;1.3282;-0.1216;1.7757;-10.91;-27.36;-35.21;149.23;-9.0;-3.3;5.0;;;;NaN;;;;0 / 0;574029;2022-01-06 16:28:46:642
-1.503;2.1131;9.9521;-1.4621;1.2301;9.6187;0.7893;0.4026;-1.0355;0.06;-30.6;-33.6;169.31;-8.89;7.79;5.0;;;;NaN;;;;0 / 0;574529;2022-01-06 16:28:47:142
-1.989;1.151;10.4171;-1.2589;2.0538;9.5062;0.7095;0.9054;-0.9015;3.9;-30.36;-33.24;179.06;-12.09;7.54;5.0;;;;NaN;;;;0 / 0;575030;2022-01-06 16:28:47:643
-0.7301;2.082;9.641;-1.239;1.7168;9.5754;-0.4776;-0.1059;0.0924;2.7;-29.64;-33.9;175.46;-10.02;8.19;5.0;;;;NaN;;;;0 / 0;575530;2022-01-06 16:28:48:143
-0.8111;2.0561;10.283;-0.8437;1.8057;9.602;-0.1572;-0.0745;-0.8046;2.1;-29.64;-34.2;177.39;-10.61;5.15;5.0;;;;NaN;;;;0 / 0;576029;2022-01-06 16:28:48:642
-0.368;2.5511;9.579;-0.6777;2.2221;9.5275;0.0944;0.1275;-0.301;0.9;-31.69;-32.21;176.95;-13.1;4.07;5.0;;;;NaN;;;;0 / 0;576529;2022-01-06 16:28:49:142
-0.083;2.2931;9.383;-0.48;2.2711;9.528;-0.1667;0.3098;-0.3604;-0.3;-30.49;-33.49;175.59;-13.39;2.88;5.0;;;;NaN;;;;0 / 0;577029;2022-01-06 16:28:49:642
-0.21;1.95;9.62;-0.2195;2.0152;9.5948;-0.1081;-0.0023;-0.0647;-0.54;-30.36;-34.86;175.19;-11.97;1.41;5.0;;;;NaN;;;;0 / 0;577530;2022-01-06 16:28:50:143
-0.308;1.89;9.734;-0.1906;1.9247;9.614;0.0138;0.0206;-0.1795;-0.54;-30.19;-34.31;175.71;-11.42;1.12;5.0;;;;NaN;;;;0 / 0;578029;2022-01-06 16:28:50:642
-0.107;2.07;9.72;-0.1487;1.9407;9.6116;-0.0551;-0.1183;-0.0857;-0.96;-30.06;-34.44;176.15;-11.41;0.89;5.0;;;;NaN;;;;0 / 0;578529;2022-01-06 16:28:51:142
-0.244;2.001;9.651;-0.1644;1.9597;9.6074;0.0281;-0.0573;-0.1989;-0.6;-30.19;-34.14;176.06;-11.53;0.94;5.0;;;;NaN;;;;0 / 0;579029;2022-01-06 16:28:51:642
-0.2681;1.8671;9.792;-0.249;1.9581;9.606;-0.0174;0.024;0.0309;-0.19;-30.06;-34.2;177.8;-11.55;1.46;5.0;;;;NaN;;;;0 / 0;579529;2022-01-06 16:28:52:142
-0.2171;2.046;9.701;-0.2297;1.9556;9.6069;-0.0254;-0.0874;-0.1316;-0.96;-29.81;-34.09;175.23;-11.44;1.5;5.0;;;;NaN;;;;0 / 0;580030;2022-01-06 16:28:52:643
-0.2839;2.025;9.8111;-0.2509;2.0053;9.5962;0.0206;-0.0081;-0.211;-0.54;-29.76;-33.49;175.3;-11.8;1.5;5.0;;;;NaN;;;;0 / 0;580530;2022-01-06 16:28:53:143
-0.107;2.12;9.639;-0.2148;2.0209;9.5938;-0.0377;0.0051;-0.1857;-0.71;-30.19;-33.3;175.45;-11.89;1.38;5.0;;;;NaN;;;;0 / 0;581029;2022-01-06 16:28:53:642
-0.165;2.058;9.474;-0.2253;2.0051;9.5968;-0.0347;0.0029;0.0762;-0.54;-30.49;-33.66;175.42;-11.8;1.35;5.0;;;;NaN;;;;0 / 0;581529;2022-01-06 16:28:54:142
-0.2171;1.893;9.749;-0.2077;1.9774;9.603;-0.0034;0.0978;-0.1356;-0.96;-30.54;-33.96;175.7;-11.69;1.29;5.0;;;;NaN;;;;0 / 0;582029;2022-01-06 16:28:54:642
-0.222;1.955;9.7421;-0.2077;1.9624;9.6061;0.052;0.0015;-0.0372;-0.54;-30.36;-34.2;175.61;-11.54;1.24;5.0;;;;NaN;;;;0 / 0;582529;2022-01-06 16:28:55:142
-0.2681;1.95;9.8831;-0.2125;2.0024;9.5977;0.0327;0.0138;-0.1681;-0.54;-30.49;-34.14;175.52;-11.72;1.28;5.0;;;;NaN;;;;0 / 0;583029;2022-01-06 16:28:55:642
-0.162;1.919;9.986;-0.1905;2.0372;9.5908;-0.099;-0.061;0.329;-0.6;-30.66;-34.2;175.88;-11.99;1.14;5.0;;;;NaN;;;;0 / 0;583530;2022-01-06 16:28:56:143
-0.177;1.9721;9.536;-0.1618;2.0088;9.5973;0.0016;-0.0344;-0.291;-0.3;-30.24;-33.96;178.54;-11.82;0.96;5.0;;;;NaN;;;;0 / 0;584030;2022-01-06 16:28:56:643
-0.143;2.036;9.885;-0.1241;2.025;9.5945;-0.0431;-0.0728;0.0876;-0.9;-30.24;-34.14;176.31;-11.92;0.74;5.0;;;;NaN;;;;0 / 0;584529;2022-01-06 16:28:57:142
-0.186;2.06;9.641;-0.1129;2.0638;9.5864;0.0414;-0.0766;-0.1381;-0.19;-30.54;-33.6;179.1;-12.11;0.62;5.0;;;;NaN;;;;0 / 0;585029;2022-01-06 16:28:57:642
0.0;2.1251;9.785;-0.1098;2.1004;9.5785;-0.1082;-0.0231;-0.2012;-0.9;-30.54;-33.71;176.54;-12.37;0.66;5.0;;;;NaN;;;;0 / 0;585529;2022-01-06 16:28:58:142
-0.1309;2.063;9.761;-0.1079;2.0683;9.5855;0.0963;0.0124;-0.2078;-0.54;-30.79;-33.84;176.57;-12.21;0.65;5.0;;;;NaN;;;;0 / 0;586029;2022-01-06 16:28:58:642
-0.009;2.168;9.543;-0.0937;2.0693;9.5854;0.0141;0.0254;-0.1121;-1.26;-30.49;-33.24;176.62;-12.18;0.56;5.0;;;;NaN;;;;0 / 0;586529;2022-01-06 16:28:59:142
-0.098;2.07;9.806;-0.0658;2.0688;9.5857;0.0159;-0.0151;0.0379;-1.14;-30.19;-33.0;176.69;-12.18;0.41;5.0;;;;NaN;;;;0 / 0;587029;2022-01-06 16:28:59:642
-0.067;2.12;9.474;-0.086;2.0603;9.5874;0.0091;0.0187;-0.0425;-0.66;-30.6;-33.24;176.82;-12.14;0.52;5.0;;;;NaN;;;;0 / 0;587529;2022-01-06 16:29:00:142
-0.134;2.099;9.639;-0.0933;2.0617;9.587;0.0985;0.0041;-0.1513;-0.6;-30.71;-33.49;179.29;-12.13;0.5;5.0;;;;NaN;;;;0 / 0;588029;2022-01-06 16:29:00:642
-0.2321;2.046;9.7151;-0.1248;2.0907;9.5804;0.0086;-0.021;0.1961;-0.19;-30.66;-33.3;178.94;-12.31;0.75;5.0;;;;NaN;;;;0 / 0;588529;2022-01-06 16:29:01:142
-0.198;1.881;9.572;-0.1419;2.1008;9.5779;0.0352;0.2076;-0.2151;-1.01;-30.36;-34.31;176.19;-12.44;0.78;5.0;;;;NaN;;;;0 / 0;589029;2022-01-06 16:29:01:642
-0.196;1.7831;9.818;-0.1341;1.8275;9.6339;0.1655;0.0841;-0.0365;-0.41;-29.76;-34.5;178.83;-10.8;0.8;5.0;;;;NaN;;;;0 / 0;589529;2022-01-06 16:29:02:142
0.4661;1.7951;9.687;0.2391;1.8437;9.6288;-0.7319;-0.1767;0.0838;1.26;-30.19;-34.01;183.29;-10.8;-0.55;5.0;;;;NaN;;;;0 / 0;590029;2022-01-06 16:29:02:642
-0.8441;1.6871;9.758;-0.075;1.7229;9.6538;0.8648;0.0476;0.2149;11.16;-25.69;-35.51;206.59;-10.24;-0.32;5.0;;;;NaN;;;;0 / 0;590529;2022-01-06 16:29:03:142
-0.1721;1.716;9.8831;-0.4111;1.6833;9.6524;-0.1643;-0.0666;-0.1134;11.59;-25.86;-35.7;207.99;-9.82;2.68;5.0;;;;NaN;;;;0 / 0;591029;2022-01-06 16:29:03:642
-0.177;1.785;9.71;-0.1515;1.6734;9.6616;0.0937;-0.0972;0.2772;8.76;-27.06;-35.51;202.55;-9.81;0.81;5.0;;;;NaN;;;;0 / 0;591529;2022-01-06 16:29:04:142
-0.114;1.965;9.5171;-0.0854;1.8319;9.6336;0.0508;-0.1021;-0.173;4.31;-29.46;-34.39;189.65;-10.59;0.37;5.0;;;;NaN;;;;0 / 0;592029;2022-01-06 16:29:04:642
-0.402;1.5821;9.6911;-0.0012;1.8597;9.6287;0.4065;0.2473;0.041;1.2;-29.21;-34.99;182.61;-10.93;0.01;5.0;;;;NaN;;;;0 / 0;592530;2022-01-06 16:29:05:143
-0.481;1.6271;9.4211;-0.3125;1.6181;9.6672;0.0961;-0.0844;0.2419;0.79;-29.29;-35.76;180.16;-9.73;1.49;5.0;;;;NaN;;;;0 / 0;593029;2022-01-06 16:29:05:642
-0.43;1.737;9.6341;-0.4759;1.6097;9.6619;0.0283;-0.0584;-0.0755;0.24;-29.16;-34.8;175.72;-9.35;2.81;5.0;;;;NaN;;;;0 / 0;593530;2022-01-06 16:29:06:143
-0.2771;1.7471;9.4781;-0.4006;1.643;9.6597;-0.1282;-0.1004;0.1936;-0.11;-29.1;-34.44;176.31;-9.6;2.49;5.0;;;;NaN;;;;0 / 0;594029;2022-01-06 16:29:06:642
-0.4091;1.6421;9.785;-0.3491;1.7086;9.6503;0.0595;-0.0348;0.0344;0.19;-29.51;-34.61;179.19;-9.95;2.18;5.0;;;;NaN;;;;0 / 0;594529;2022-01-06 16:29:07:142
-0.574;1.5941;10.1081;-0.4113;1.7447;9.6414;0.1365;0.1673;-0.1792;0.49;-29.81;-34.5;176.47;-10.25;2.44;5.0;;;;NaN;;;;0 / 0;595029;2022-01-06 16:29:07:642
-0.335;1.7561;9.521;-0.3574;1.7253;9.6471;0.0353;0.0482;-0.2002;0.6;-29.21;-34.99;176.74;-10.17;2.08;5.0;;;;NaN;;;;0 / 0;595530;2022-01-06 16:29:08:143
0.174;2.135;9.825;-0.3216;1.7309;9.6473;-0.8256;-0.6118;-0.3364;-0.19;-29.81;-35.1;177.14;-10.17;1.91;5.0;;;;NaN;;;;0 / 0;596029;2022-01-06 16:29:08:642
-1.11;2.841;9.3611;-0.5442;1.9567;9.594;0.848;-1.2053;0.309;6.0;-32.1;-31.8;191.6;-11.16;1.49;5.0;;;;NaN;;;;0 / 0;596529;2022-01-06 16:29:09:142
-2.889;2.81;9.0551;-1.8234;3.283;9.0591;0.9314;0.5493;-0.0391;9.79;-35.1;-26.7;192.09;-18.7;10.01;5.0;;;;NaN;;;;0 / 0;597030;2022-01-06 16:29:09:643
0.5861;1.524;9.821;-0.1781;1.5729;9.6781;-0.7638;0.061;-0.1422;-0.96;-27.19;-36.84;171.58;-10.66;2.97;5.0;;;;NaN;;;;0 / 0;597530;2022-01-06 16:29:10:143
-0.789;2.039;9.969;-0.0757;1.5293;9.6864;0.5328;-0.2469;-0.6348;1.99;-30.11;-33.66;185.1;-7.77;-0.41;5.0;;;;NaN;;;;0 / 0;598029;2022-01-06 16:29:10:642
-1.3661;2.0291;9.701;-0.648;1.7775;9.6224;0.2101;-0.4563;-0.552;4.39;-30.6;-33.96;185.72;-10.96;2.86;5.0;;;;NaN;;;;0 / 0;598529;2022-01-06 16:29:11:142
-0.9589;2.508;9.354;-1.0181;2.2741;9.4848;-0.0287;-0.203;0.2013;3.19;-31.31;-32.34;178.77;-12.63;6.25;5.0;;;;NaN;;;;0 / 0;599029;2022-01-06 16:29:11:642
-1.223;2.264;9.6101;-1.2082;2.2788;9.4614;0.0176;0.0859;-0.0729;4.2;-31.2;-32.51;179.46;-13.44;7.28;5.0;;;;NaN;;;;0 / 0;599530;2022-01-06 16:29:12:143
-0.986;1.998;9.8951;-1.3477;2.2226;9.4559;-0.3833;0.225;-0.4327;3.54;-31.09;-30.71;178.97;-13.1;8.11;5.0;;;;NaN;;;;0 / 0;600029;2022-01-06 16:29:12:642
-0.5021;2.276;9.323;-1.0062;1.8513;9.5776;-0.3965;-0.308;0.1113;1.39;-29.34;-33.11;173.98;-11.2;5.77;5.0;;;;NaN;;;;0 / 0;600529;2022-01-06 16:29:13:142
-0.4519;1.79;10.208;-0.7185;1.7898;9.6151;-0.245;0.0047;-0.5846;-0.06;-29.64;-34.44;173.47;-10.58;4.49;5.0;;;;NaN;;;;0 / 0;601030;2022-01-06 16:29:13:643
-0.56;1.821;9.842;-0.7358;1.8988;9.5929;-0.0038;0.1948;-0.2818;0.71;-29.34;-34.39;175.97;-11.11;4.4;5.0;;;;NaN;;;;0 / 0;601529;2022-01-06 16:29:14:142
-0.617;1.773;9.368;-0.6111;1.7653;9.6271;0.0153;0.0048;-0.1542;0.36;-29.46;-34.26;174.49;-10.47;3.64;5.0;;;;NaN;;;;0 / 0;602029;2022-01-06 16:29:14:642
-0.6911;1.7591;9.56;-0.702;1.714;9.6301;-0.0294;0.0483;-0.2051;-0.19;-28.74;-33.54;173.94;-10.19;4.03;5.0;;;;NaN;;;;0 / 0;602529;2022-01-06 16:29:15:142
-0.797;1.6301;9.701;-0.6703;1.7103;9.6331;0.0617;0.0618;0.1123;0.36;-29.51;-34.56;174.06;-10.04;4.0;5.0;;;;NaN;;;;0 / 0;603030;2022-01-06 16:29:15:643
-0.6581;1.661;9.825;-0.7336;1.6467;9.6395;-0.0245;-0.0392;-0.0314;0.6;-28.91;-34.69;175.82;-9.67;4.35;5.0;;;;NaN;;;;0 / 0;603530;2022-01-06 16:29:16:143
-0.617;1.74;9.746;-0.719;1.6499;9.6401;-0.1188;-0.0106;0.0376;1.01;-29.51;-32.76;176.55;-9.7;4.25;5.0;;;;NaN;;;;0 / 0;604029;2022-01-06 16:29:16:642
-0.6191;1.6541;9.734;-0.638;1.6548;9.645;-0.0387;0.0203;-0.2707;-1.01;-28.99;-34.39;171.81;-9.72;3.86;5.0;;;;NaN;;;;0 / 0;604529;2022-01-06 16:29:17:142
-0.557;1.5551;9.6101;-0.6283;1.6017;9.6545;-0.1168;0.014;-0.0286;-0.19;-29.04;-35.04;174.33;-9.4;3.72;5.0;;;;NaN;;;;0 / 0;605029;2022-01-06 16:29:17:642
-0.615;1.5101;9.696;-0.5673;1.5325;9.6695;-0.0769;-0.0203;-0.0554;-0.24;-28.56;-35.1;174.9;-9.01;3.39;5.0;;;;NaN;;;;0 / 0;605529;2022-01-06 16:29:18:142
-0.651;1.515;9.7271;-0.5527;1.5531;9.6671;0.0898;0.0411;-0.0577;-0.3;-28.5;-35.29;175.13;-9.11;3.22;5.0;;;;NaN;;;;0 / 0;606029;2022-01-06 16:29:18:642
-0.552;1.5941;9.615;-0.609;1.5328;9.667;-0.0537;-0.0586;0.0513;-0.06;-28.69;-35.1;174.79;-9.03;3.46;5.0;;;;NaN;;;;0 / 0;606529;2022-01-06 16:29:19:142
-0.5089;1.637;9.6701;-0.6001;1.5431;9.6659;-0.1233;-0.0777;0.1044;-0.66;-28.5;-34.99;174.52;-9.02;3.64;5.0;;;;NaN;;;;0 / 0;607029;2022-01-06 16:29:19:642
-0.634;1.5821;9.83;-0.5711;1.558;9.6652;0.0519;-0.0226;-0.1551;-0.41;-28.86;-35.16;175.0;-9.16;3.3;5.0;;;;NaN;;;;0 / 0;607529;2022-01-06 16:29:20:142
-0.591;1.551;9.857;-0.6162;1.5252;9.6677;0.039;0.0631;-0.1267;0.0;-28.39;-35.21;174.28;-9.02;3.64;5.0;;;;NaN;;;;0 / 0;608029;2022-01-06 16:29:20:642
-0.703;1.304;9.926;-0.6407;1.4508;9.6776;0.0533;0.151;-0.2372;0.96;-27.11;-35.21;176.51;-8.51;3.79;5.0;;;;NaN;;;;0 / 0;608530;2022-01-06 16:29:21:143
-1.874;1.79;9.9401;-0.9564;1.5664;9.6334;0.9468;-0.2566;-0.286;-0.24;-28.74;-34.14;173.07;-8.41;4.87;5.0;;;;NaN;;;;0 / 0;609030;2022-01-06 16:29:21:643
0.7991;2.91;7.9031;-0.4067;1.8183;9.628;-0.8773;-0.4073;0.7402;-6.11;-24.0;-37.86;152.8;-9.74;4.41;5.0;;;;NaN;;;;0 / 0;609529;2022-01-06 16:29:22:142
-1.223;0.9761;7.788;-0.1979;2.3462;9.5198;0.9323;1.1817;1.787;-1.26;-28.01;-34.44;170.55;-15.93;-0.19;5.0;;;;NaN;;;;0 / 0;610029;2022-01-06 16:29:22:642
0.246;1.361;3.992;-0.7271;1.503;9.6635;-1.054;0.1819;5.1824;0.49;-26.29;-36.11;172.15;-9.83;4.28;5.0;;;;NaN;;;;0 / 0;610529;2022-01-06 16:29:23:142
0.756;2.5181;7.37;0.1253;1.3231;9.7162;-1.7271;-1.9594;3.0967;1.8;-26.81;-38.1;186.57;-7.75;-0.74;5.0;;;;NaN;;;;0 / 0;611029;2022-01-06 16:29:23:642
0.239;1.373;6.824;-1.0067;1.9885;9.55;-1.1473;0.929;3.3451;4.61;-31.2;-36.06;184.42;-12.37;5.17;5.0;;;;NaN;;;;0 / 0;611530;2022-01-06 16:29:24:143
-0.864;0.4931;7.59;0.049;2.2475;9.5455;0.9527;2.3452;-1.5207;1.39;-32.64;-36.49;181.64;-13.85;0.52;5.0;;;;NaN;;;;0 / 0;612029;2022-01-06 16:29:24:642
0.6431;2.1371;8.945;-0.6281;1.893;9.6017;0.1116;-0.2234;0.3337;-0.9;-31.39;-36.41;171.89;-11.13;3.74;5.0;;;;NaN;;;;0 / 0;612530;2022-01-06 16:29:25:143
-2.2661;-1.625;8.1431;-0.0537;1.9053;9.6196;2.2427;4.1493;-2.7593;-1.26;-29.29;-37.69;170.66;-12.76;0.73;5.0;;;;NaN;;;;0 / 0;613029;2022-01-06 16:29:25:642
-0.198;2.051;7.01;-0.5669;1.6353;9.6527;1.2431;-0.164;-1.9789;-2.81;-28.69;-37.56;167.91;-9.8;2.63;5.0;;;;NaN;;;;0 / 0;613529;2022-01-06 16:29:26:142
-1.029;0.6701;13.5881;-1.0281;1.8077;9.5836;-3.3489;-2.6327;-0.5863;-8.4;-30.84;-34.2;154.14;-8.63;7.04;5.0;;;;NaN;;;;0 / 0;614030;2022-01-06 16:29:26:643
-0.8779;1.809;10.1531;-0.5475;2.8919;9.3545;0.1491;0.3464;-0.7548;-15.54;-30.36;-32.29;138.02;-17.25;2.62;5.0;;;;NaN;;;;0 / 0;614529;2022-01-06 16:29:27:142
2.084;1.886;13.425;0.0325;3.0076;9.334;-2.0515;1.128;-4.082;-23.29;-23.4;-33.3;116.93;-17.83;0.64;5.0;;;;NaN;;;;0 / 0;615029;2022-01-06 16:29:27:642
-2.958;1.3061;10.658;0.1168;2.6859;9.431;0.5527;-0.5421;-1.4653;-22.56;-17.76;-36.96;106.62;-16.62;-2.38;5.0;;;;NaN;;;;0 / 0;615529;2022-01-06 16:29:28:142
-0.801;-0.7579;15.297;-0.4922;2.054;9.5765;-0.9263;2.1463;-9.0677;-25.31;-11.21;-35.94;97.43;-12.09;2.94;5.0;;;;NaN;;;;0 / 0;616029;2022-01-06 16:29:28:642
-1.637;0.327;18.3641;0.2226;2.2212;9.5492;0.9717;0.1373;-2.5048;-22.5;-9.49;-37.14;90.74;-13.09;-1.34;5.0;;;;NaN;;;;0 / 0;616529;2022-01-06 16:29:29:142
-2.621;-1.663;17.3081;-0.4071;1.4389;9.692;-0.9941;1.0769;-2.8762;-21.84;-6.66;-40.09;92.46;-8.73;3.08;5.0;;;;NaN;;;;0 / 0;617029;2022-01-06 16:29:29:642
-1.199;2.6231;14.201;-0.3032;1.2438;9.7227;1.8079;0.2631;-2.3177;-21.41;-9.54;-40.91;95.28;-6.85;0.04;5.0;;;;NaN;;;;0 / 0;617529;2022-01-06 16:29:30:142
-0.32;0.095;14.4881;0.1835;1.8472;9.6294;-0.9501;-0.3389;-2.9566;-24.84;-13.61;-38.34;105.03;-10.76;-0.55;5.0;;;;NaN;;;;0 / 0;618029;2022-01-06 16:29:30:642
-0.4661;4.964;8.7551;-0.3973;1.7802;9.6355;2.1056;1.2437;-6.9805;-21.84;-12.9;-40.14;103.55;-10.46;2.36;5.0;;;;NaN;;;;0 / 0;618530;2022-01-06 16:29:31:143
2.565;1.2041;15.0581;0.2293;1.9525;9.6076;-1.5686;-1.0303;0.768;-22.74;-13.69;-39.71;104.0;-11.68;-1.26;5.0;;;;NaN;;;;0 / 0;619029;2022-01-06 16:29:31:642
-1.6939;0.864;15.989;-0.6461;1.4271;9.6807;1.0908;0.6154;-6.2998;-19.99;-15.49;-40.01;111.24;-9.27;2.79;5.0;;;;NaN;;;;0 / 0;619529;2022-01-06 16:29:32:142
-1.764;-0.083;10.3931;0.126;1.654;9.6653;1.883;1.7357;-0.727;-22.61;-15.96;-38.46;104.42;-9.31;3.47;5.0;;;;NaN;;;;0 / 0;620029;2022-01-06 16:29:32:642
-2.2279;1.436;11.4461;-0.4465;1.7826;9.6329;1.5191;-0.0105;-5.2025;-18.79;-18.19;-40.26;113.63;-11.48;-0.2;5.0;;;;NaN;;;;0 / 0;620530;2022-01-06 16:29:33:143
-0.083;-0.282;12.114;0.068;1.8513;9.6301;-0.2657;2.626;-1.7627;-19.8;-19.44;-38.89;119.74;-10.88;-0.4;5.0;;;;NaN;;;;0 / 0;621029;2022-01-06 16:29:33:642
-1.012;0.225;12.762;-0.0319;1.454;9.6982;0.8615;1.3649;-1.5282;-15.96;-20.21;-40.8;130.35;-8.53;0.19;5.0;;;;NaN;;;;0 / 0;621529;2022-01-06 16:29:34:142
0.198;0.4301;7.1801;0.3264;1.4749;9.6896;0.0294;1.5186;0.4441;-18.06;-22.91;-38.21;131.03;-10.29;0.34;5.0;;;;NaN;;;;0 / 0;622029;2022-01-06 16:29:34:642
-0.55;1.0571;9.825;-0.2162;1.2817;9.7201;0.2138;0.2011;-0.0992;-13.69;-22.26;-40.31;140.5;-8.19;-1.11;5.0;;;;NaN;;;;0 / 0;622529;2022-01-06 16:29:35:142
1.3541;2.51;6.2111;0.0551;1.6766;9.6621;-0.5543;0.6042;0.4853;-15.66;-25.26;-37.5;134.75;-11.75;-0.17;5.0;;;;NaN;;;;0 / 0;623029;2022-01-06 16:29:35:642
0.392;0.789;10.223;-0.5348;1.6287;9.6557;-0.9161;0.8523;-0.5596;-13.26;-23.59;-39.19;138.18;-11.86;1.33;5.0;;;;NaN;;;;0 / 0;623529;2022-01-06 16:29:36:142
2.261;1.716;5.9621;0.102;1.3592;9.7115;-0.402;1.509;1.8798;-14.4;-23.76;-39.24;141.69;-9.66;-0.73;5.0;;;;NaN;;;;0 / 0;624030;2022-01-06 16:29:36:643
0.567;-0.627;12.305;-0.3752;1.1193;9.7353;-0.9438;1.7248;-2.5618;-10.01;-24.11;-40.01;152.74;-7.56;-1.46;5.0;;;;NaN;;;;0 / 0;624530;2022-01-06 16:29:37:143
1.2971;1.278;7.899;0.2095;0.7599;9.7749;-1.8063;-0.6703;1.5755;-9.19;-24.9;-39.3;155.74;-5.31;-0.6;5.0;;;;NaN;;;;0 / 0;625030;2022-01-06 16:29:37:643
0.201;0.675;9.8681;-0.9654;1.0559;9.7017;-1.338;-0.0776;-0.4435;-7.69;-26.76;-39.6;159.24;-7.49;2.6;5.0;;;;NaN;;;;0 / 0;625530;2022-01-06 16:29:38:143
2.24;0.737;9.081;-0.0255;1.3653;9.7111;0.3286;1.7331;-0.8447;-11.89;-26.89;-38.46;149.01;-9.2;0.56;5.0;;;;NaN;;;;0 / 0;626029;2022-01-06 16:29:38:642
1.44;1.259;9.861;-0.2227;1.8868;9.6208;-1.9001;-0.5271;-1.0753;-12.54;-27.3;-37.69;144.7;-11.63;0.49;5.0;;;;NaN;;;;0 / 0;626529;2022-01-06 16:29:39:142
2.633;1.6751;10.383;0.7916;1.2163;9.6987;1.5165;1.981;0.212;-13.56;-25.44;-36.41;151.39;-7.12;-4.67;5.0;;;;NaN;;;;0 / 0;627030;2022-01-06 16:29:39:643
0.753;0.524;12.1811;-0.4037;1.4437;9.6914;-0.9695;1.2826;-2.3941;-7.44;-23.04;-34.99;155.91;-9.41;0.98;5.0;;;;NaN;;;;0 / 0;627530;2022-01-06 16:29:40:143
1.127;0.4541;8.2001;0.3242;1.1687;9.7314;-0.186;1.9258;0.73;-2.29;-27.6;-30.11;178.08;-8.42;-2.33;5.0;;;;NaN;;;;0 / 0;628030;2022-01-06 16:29:40:643
0.2441;1.7111;9.057;-1.012;1.4075;9.6522;-1.2172;-0.0723;0.2237;-0.84;-31.09;-33.84;172.05;-8.61;4.35;5.0;;;;NaN;;;;0 / 0;628529;2022-01-06 16:29:41:142
1.34;1.055;8.171;0.1777;1.1626;9.7359;0.5738;3.1041;-4.6728;-4.09;-27.71;-37.56;171.92;-6.81;-1.05;5.0;;;;NaN;;;;0 / 0;629029;2022-01-06 16:29:41:642
-0.4541;-0.576;12.573;-0.5912;0.7715;9.7584;0.0898;1.1937;-0.0755;-1.01;-25.56;-39.41;179.61;-6.91;0.21;5.0;;;;NaN;;;;0 / 0;629529;2022-01-06 16:29:42:142
1.7561;2.592;7.2551;0.0208;0.665;9.7841;-0.6057;-0.2067;2.1975;-2.29;-28.69;-37.86;171.09;-4.99;1.06;5.0;;;;NaN;;;;0 / 0;630029;2022-01-06 16:29:42:642
1.802;2.3021;9.897;-0.5955;1.5234;9.6693;-1.6306;-0.1656;0.1623;-0.54;-30.06;-36.49;175.37;-9.81;1.43;5.0;;;;NaN;;;;0 / 0;630530;2022-01-06 16:29:43:143
0.78;0.809;9.1241;0.2006;1.9622;9.6062;0.0249;1.8161;-1.37;-1.39;-31.44;-35.7;179.39;-11.54;-1.2;5.0;;;;NaN;;;;0 / 0;631029;2022-01-06 16:29:43:642
0.059;1.2251;9.569;-0.5743;1.6997;9.6411;0.2565;0.2695;0.461;2.16;-29.94;-36.54;188.9;-11.72;-0.42;5.0;;;;NaN;;;;0 / 0;631529;2022-01-06 16:29:44:142
0.4781;1.8401;10.5341;-0.0894;2.187;9.5593;-0.5375;0.2876;-0.9554;-0.36;-32.1;-34.69;179.2;-12.89;0.54;5.0;;;;NaN;;;;0 / 0;632030;2022-01-06 16:29:44:643
0.749;2.118;9.933;-1.2033;2.3623;9.4415;-1.5847;-0.0621;-1.2641;3.24;-32.1;-35.59;177.2;-14.98;6.44;5.0;;;;NaN;;;;0 / 0;632530;2022-01-06 16:29:45:143
